Sequence  | Address         | Length  | Host                          | OpId                                                        | OpName        | OpSig                                                                           | Data
48        | 7ff7c86040f0h   | 183     | intrinsics/dinxsfp            | ceil_(v128x64f)                                             | ceil          | Vector128<double> ceil(Vector128<double> x)                                     | c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0b c0 0a c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 e5 95 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0a c0 0a c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 58 e5 95 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0b c0 0a c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 c8 e5 95 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 fa 53 c0 c5 f9 11 01 48 8b c1 c3 cc cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
49        | 7ff7c8604120h   | 135     | intrinsics/dinxsfp            | floor_(v128x32f)                                            | floor         | Vector128<float> floor(Vector128<float> x)                                      | c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0a c0 0a c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 58 e5 95 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0b c0 0a c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 c8 e5 95 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 fa 53 c0 c5 f9 11 01 48 8b c1 c3 cc cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
50        | 7ff7c8604150h   | 87      | intrinsics/dinxsfp            | floor_(v128x64f)                                            | floor         | Vector128<double> floor(Vector128<double> x)                                    | c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0b c0 0a c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 c8 e5 95 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 fa 53 c0 c5 f9 11 01 48 8b c1 c3 cc cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
51        | 7ff7c8604180h   | 39      | intrinsics/dinxsfp            | rcp_(v128x32f)                                              | rcp           | Vector128<float> rcp(Vector128<float> x)                                        | c5 f8 77 66 90 c5 f9 10 02 c5 fa 53 c0 c5 f9 11 01 48 8b c1 c3 cc cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
52        | 7ff7c86041b0h   | 39      | intrinsics/dinxsfp            | sqrt_(v128x32f)                                             | sqrt          | Vector128<float> sqrt(Vector128<float> x)                                       | c5 f8 77 66 90 c5 f9 10 02 c5 fa 51 c0 c5 f9 11 01 48 8b c1 c3 cc cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
53        | 7ff7c86041e0h   | 39      | intrinsics/dinxsfp            | sqrt_(v128x64f)                                             | sqrt          | Vector128<double> sqrt(Vector128<double> x)                                     | c5 f8 77 66 90 c5 f9 10 02 c5 fb 51 c0 c5 f9 11 01 48 8b c1 c3 cc cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
54        | 7ff7c8604210h   | 39      | intrinsics/dinxsfp            | rsqrt_(v128x32f~ref)                                        | rsqrt         | ref Vector128<float> rsqrt(ref Vector128<float> x)                              | c5 f8 77 66 90 c5 f9 10 01 c5 fa 52 c0 c5 f9 11 01 48 8b c1 c3 cc cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
55        | 7ff7c8604240h   | 103     | intrinsics/dinxsfp            | IsNaN_(v128x32f,32i)                                        | IsNaN         | bool IsNaN(Vector128<float> x, int index)                                       | 48 83 ec 48 c5 f8 77 c5 f9 10 01 c5 f9 29 44 24 30 83 fa 04 73 2c 48 8d 44 24 30 48 63 ca c5 fa 10 04 88 c5 fa 11 44 24 2c 8b 44 24 2c 25 ff ff ff 7f 3d 00 00 80 7f 0f 9f c0 0f b6 c0 48 83 c4 48 c3 b9 15 00 00 00 e8 34 0f 17 ff cc cc cc cc cc 00 00 00 19 04 01 00 04 82 00 00 40 00 00 00 00 00 00 00 00 00 00
56        | 7ff7c86042b0h   | 119     | intrinsics/dinxsfp            | IsNaN_(v128x64f,32i)                                        | IsNaN         | bool IsNaN(Vector128<double> x, int index)                                      | 48 83 ec 48 c5 f8 77 c5 f9 10 01 c5 f9 29 44 24 30 83 fa 02 73 3d 48 8d 44 24 30 48 63 ca c5 fb 10 04 c8 c5 fb 11 44 24 28 48 8b 44 24 28 48 b9 ff ff ff ff ff ff ff 7f 48 23 c1 48 b9 00 00 00 00 00 00 f0 7f 48 3b c1 0f 9f c0 0f b6 c0 48 83 c4 48 c3 b9 15 00 00 00 e8 b3 0e 17 ff cc cc cc cc cc 00 00 19 04 01 00 04 82 00 00 40 00 00 00 00 00 00 00 00 00 00
57        | 7ff7c8604330h   | 27      | intrinsics/dinxsfp            | fpmode_(FpCmpMode~8u)                                       | fpmode        | FloatComparisonMode:byte fpmode(FpCmpMode:byte m)                               | 0f 1f 44 00 00 0f b6 c1 c3 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
